Rank,Country,Population,GDP_Rank,GDP_USD_millions,GDP_USD_billions,Life_Expectancy,Life_Expectancy_Male,Life_Expectancy_Female,GDP_per_Capita,Log_Population,Log_GDP,Log_GDP_per_Capita,Population_Category,GDP_Category,Development_Level,Life_Expectancy_Gender_Gap,Wealth_Score
22,France,69081996.0,7.0,3361557.0,3361.557,82.7,79.8,85.3,48660.39192034926,18.050804719336778,15.027915114944369,10.79264122094996,Very Large,Very High,Developed,5.5,0.0021676015753094736
23,Tanzania,68153004.0,82.0,87444.0,87.444,66.2,64.5,68.0,1283.0542289816015,18.0372658090452,11.378765303283291,7.157777717767406,Very Large,High,Developing,3.5,5.3542957996611045e-05
24,Thailand,65826149.0,31.0,561093.0,561.093,77.7,73.7,81.7,8523.861847060201,18.002527733759933,13.237643728400835,9.050742096396968,Very Large,Very High,Emerging,8.0,0.0003631290413240295
25,South Africa,63100945.0,40.0,426383.0,426.383,64.1,61.2,67.2,6757.157123399657,17.960246319475132,12.963095627677593,8.818505516989111,Very Large,Very High,Emerging,6.0,0.000277920560959794
26,Italy,58956824.0,8.0,2543677.0,2543.677,83.6,81.3,85.6,43144.74266795647,17.892315954327547,14.749121623104152,10.672339028097227,Very Large,Very High,Developed,4.299999999999997,0.0017008437977659979
27,Kenya,53330978.0,64.0,136014.0,136.014,66.7,64.7,68.8,2550.3751309417203,17.792027939805628,11.820520452753888,7.844387759836226,Very Large,High,Developing,4.099999999999994,9.038338131016066e-05
28,Colombia,53057212.0,38.0,438121.0,438.121,77.5,74.0,81.2,8257.520202908514,17.786881379851465,12.990252689386635,9.0190006982751,Very Large,Very High,Emerging,7.200000000000003,0.0002984142572473717
29,Sudan,51662000.0,111.0,35897.0,35.897,65.3,63.6,67.1,694.8434052107932,17.760233078912023,10.488436862618087,6.545124642506579,Very Large,Medium,Developing,3.499999999999993,2.179023485658806e-05
30,Myanmar,51375327.0,92.0,60561.0,60.561,67.1,64.6,69.7,1178.7954167182236,17.754668615188518,11.01142291266509,7.07309632676589,Very Large,High,Developing,5.1000000000000085,3.8948785487304574e-05
31,South Korea,51117378.0,14.0,1858572.0,1858.572,83.6,80.6,86.6,36358.90714112919,17.74963509520113,14.435319546936476,10.50122199441382,Very Large,Very High,Developed,6.0,0.001288839302988514
32,Spain,49442844.0,12.0,1891371.0,1891.371,83.6,80.7,86.3,38253.68540693169,17.71632791395647,14.45281304960497,10.552021326051735,Very Large,Very High,Developed,5.599999999999994,0.001323802105739822
33,Algeria,47400000.0,51.0,288013.0,288.013,76.9,75.6,78.2,6076.223628691983,17.67413280776235,12.570764369047712,8.712303230650644,Very Large,High,Emerging,2.6000000000000085,0.000201401961443183
34,Argentina,46387098.0,25.0,683371.0,683.371,77.0,73.9,80.2,14731.919638516727,17.65253193974343,13.434794646211444,9.597839700169756,Very Large,Very High,Emerging,6.299999999999997,0.0004851664394910139
35,Iraq,46118793.0,54.0,265455.0,265.455,70.6,68.5,72.8,5755.896517066264,17.646731103847173,12.489204380883137,8.658153809365091,Very Large,High,Emerging,4.299999999999997,0.00018689565646924855
36,Uganda,45905417.0,90.0,64993.0,64.993,63.4,61.7,65.2,1415.8024095500537,17.64209370728038,11.082050236924848,7.256157787165973,Very Large,High,Developing,3.5,4.348848663608268e-05
37,Afghanistan,43844000.0,138.0,180802024.0,180802.024,64.8,63.3,66.4,4123757.5038773837,17.59614846012589,19.012913206080867,15.232275563693735,Very Large,Very High,Developed,3.1000000000000085,0.13137133573128262
38,Canada,41575585.0,10.0,2283599.0,2283.599,82.7,80.4,84.9,54926.44300735636,17.543023677952952,14.64126370307224,10.91376837523236,Very Large,Very High,Developed,4.5,0.0016838027826650975
39,Uzbekistan,38236704.0,63.0,137480.0,137.48,71.7,68.8,74.7,3595.4981893836875,17.459306476116954,11.831241004722594,8.187715925868854,Very Large,High,Developing,5.900000000000006,0.00010126853634069907
40,Poland,37363000.0,20.0,1039619.0,1039.619,77.6,73.7,81.4,27824.82670021144,17.436191494651375,13.854365819732948,10.233719886401815,Very Large,Very High,Developed,7.700000000000003,0.0007922410189586844
41,Morocco,36828330.0,60.0,179612.0,179.612,76.9,75.5,78.3,4877.006369824535,17.421777971076214,12.098559815304204,8.492491884602101,Very Large,High,Emerging,2.799999999999997,0.0001349939769316463
42,Angola,36604681.0,70.0,115167.0,115.167,61.6,59.2,64.1,3146.236952590845,17.41568671368735,11.654147210878758,8.0542801889839,Very Large,High,Developing,4.8999999999999915,8.563451489429497e-05
43,Saudi Arabia,35300280.0,19.0,1268535.0,1268.535,75.1,73.8,76.8,35935.550652856014,17.379401482211787,14.05337403759512,10.489510180574602,Very Large,Very High,Developed,3.0,0.000986623699650315
44,Peru,34350244.0,48.0,318480.0,318.48,76.7,73.7,79.9,9271.549861479878,17.352119709067168,12.671318097583864,9.134813686699504,Very Large,High,Emerging,6.200000000000003,0.00024781032438050027
45,Malaysia,34281100.0,36.0,470572.0,470.572,76.2,74.1,78.4,13726.864073789931,17.350104769031063,13.061706380063812,9.527182920293958,Very Large,Very High,Emerging,4.300000000000011,0.00036789774674568596
46,Mozambique,34090466.0,126.0,24726.0,24.726,60.2,58.0,62.5,725.3054270364037,17.34452834305223,10.115651043007174,6.587970624753287,Very Large,Medium,Developing,4.5,1.6441954026461242e-05
47,Ghana,33742380.0,71.0,111963.0,111.963,64.1,62.4,65.9,3318.1713915853,17.334265201649718,11.625932670036567,8.10747044991225,Very Large,High,Developing,3.500000000000007,8.568462864833304e-05
48,Yemen,32684503.0,,,,66.3,64.7,68.0,,17.302411639757022,,,Very Large,,,3.299999999999997,
49,Madagascar,31727042.0,135.0,19377.0,19.377,67.0,65.3,68.8,610.7408311181357,17.272679966654437,9.87189368094495,6.416308714254818,Very Large,Medium,Developing,3.5,1.2627440687928477e-05
50,Ivory Coast,31719275.0,78.0,99207.0,99.207,,,,3127.656606274891,17.272435129754165,11.504973935182608,8.04835899212863,Very Large,High,Developing,,7.739064259356929e-05
51,Nepal,29911840.0,104.0,45513.0,45.513,71.0,70.0,72.1,1521.5713911280616,17.213764980032554,10.725775249919163,7.328155889209223,Very Large,Medium,Developing,2.0999999999999943,3.46731896849447e-05
52,Cameroon,29442327.0,91.0,60577.0,60.577,59.3,58.0,60.7,2057.480035460512,17.19794392478556,11.011687069840143,7.629723142576827,Very Large,High,Developing,2.700000000000003,4.748581824138094e-05
53,Ukraine,28700000.0,59.0,209713.0,209.713,71.8,67.0,76.7,7307.073170731707,17.172407715573055,12.253499976702537,8.896734929863168,Very Large,High,Emerging,9.700000000000003,0.0001737894366462873
54,Venezuela,28517000.0,85.0,82767.0,82.767,72.1,68.9,75.6,2902.374022512887,17.16601099370357,11.323796792243296,7.9736287957230205,Very Large,High,Developing,6.699999999999989,6.689790383774626e-05
